Entry	Gene ontology (biological process)
Q6PGY3	mitochondrial citrate transmembrane transport [GO:0006843]; neuromuscular junction development [GO:0007528]; regulation of mitochondrion organization [GO:0010821]
Q6DG43	
E7FEV0	aggrephagy [GO:0035973]; early endosome to late endosome transport [GO:0045022]; regulation of phosphatidylinositol 3-kinase activity [GO:0043551]; ubiquitin-dependent protein catabolic process [GO:0006511]
O42250	axial mesoderm development [GO:0048318]; forebrain development [GO:0030900]; negative regulation of axial mesodermal cell fate specification [GO:0048329]; negative regulation of transcription, DNA-templated [GO:0045892]; paraxial mesodermal cell fate specification [GO:0048348]; paraxial mesoderm development [GO:0048339]; prechordal plate formation [GO:0021501]; regulation of transcription, DNA-templated [GO:0006355]; response to stimulus [GO:0050896]; visual perception [GO:0007601]
B8A4F0	cellular response to DNA damage stimulus [GO:0006974]; commitment of multipotent stem cells to neuronal lineage in forebrain [GO:0021898]; eye development [GO:0001654]; fibroblast growth factor receptor signaling pathway involved in forebrain neuron fate commitment [GO:0021899]; heart development [GO:0007507]; protein palmitoylation [GO:0018345]; telencephalon development [GO:0021537]
Q7SY09	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell surface receptor signaling pathway [GO:0007166]
Q7SYE0	activation of protein kinase activity [GO:0032147]; autophagosome assembly [GO:0000045]; autophagy of mitochondrion [GO:0000422]; autophagy of nucleus [GO:0044804]; macroautophagy [GO:0016236]; mitophagy [GO:0000423]; piecemeal microautophagy of the nucleus [GO:0034727]; protein localization to phagophore assembly site [GO:0034497]
Q1LUC1	cell differentiation [GO:0030154]; nervous system development [GO:0007399]
Q7T381	extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; regulation of apoptotic process [GO:0042981]
Q1L8Y6	cilium assembly [GO:0060271]; Kupffer's vesicle development [GO:0070121]; melanosome transport [GO:0032402]; receptor localization to non-motile cilium [GO:0097500]
A8WGA0	oxidation-reduction process [GO:0055114]
Q6DRP4	anterior/posterior axis specification [GO:0009948]; cell-cell junction assembly [GO:0007043]; heart contraction [GO:0060047]; heart development [GO:0007507]; vasculogenesis [GO:0001570]
Q68EK9	anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; mitotic cell cycle [GO:0000278]; protein K11-linked ubiquitination [GO:0070979]; regulation of mitotic cell cycle [GO:0007346]; regulation of mitotic metaphase/anaphase transition [GO:0030071]
F1R4Y7	cilium assembly [GO:0060271]; vesicle docking [GO:0048278]
Q6P402	chemical synaptic transmission [GO:0007268]; cilium assembly [GO:0060271]; mitochondrion organization [GO:0007005]
Q90459	camera-type eye morphogenesis [GO:0048593]; cell division [GO:0051301]; cellular response to DNA damage stimulus [GO:0006974]; G1/S transition of mitotic cell cycle [GO:0000082]; mitotic cell cycle phase transition [GO:0044772]; mitotic G1 DNA damage checkpoint [GO:0031571]; negative regulation of cell cycle arrest [GO:0071157]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuron cellular homeostasis [GO:0070050]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]; regulation of neural retina development [GO:0061074]
P0C8Y3	
Q5SPP0	lysosome organization [GO:0007040]
Q0P451	mitochondrial cytochrome c oxidase assembly [GO:0033617]
Q08CL8	gene silencing by RNA [GO:0031047]; mRNA catabolic process [GO:0006402]; negative regulation of translation [GO:0017148]
Q6NWL4	gene silencing by RNA [GO:0031047]; mRNA catabolic process [GO:0006402]; negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; negative regulation of translation [GO:0017148]; positive regulation of nuclear receptor transcription coactivator activity [GO:2000327]
Q1L8F9	cellular response to amino acid starvation [GO:0034198]; cellular response to glucose starvation [GO:0042149]; negative regulation of TORC1 signaling [GO:1904262]; protein localization to lysosome [GO:0061462]
Q2L6K8	
Q7SYN4	nucleotide metabolic process [GO:0009117]
Q5BKW9	asparagine catabolic process via L-aspartate [GO:0033345]
Q1LYL8	
A2BIL8	
Q1LVW0	
A2BIL7	cellular response to DNA damage stimulus [GO:0006974]; chromatin remodeling [GO:0006338]; histone phosphorylation [GO:0016572]
Q502B3	muscle fiber development [GO:0048747]; protein glycosylation [GO:0006486]; protein O-linked glycosylation [GO:0006493]
A3KPW9	brain development [GO:0007420]; chromatin organization [GO:0006325]; endoplasmic reticulum stress-induced pre-emptive quality control [GO:0061857]; ER-associated misfolded protein catabolic process [GO:0071712]; internal peptidyl-lysine acetylation [GO:0018393]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; kidney development [GO:0001822]; lung development [GO:0030324]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of proteolysis [GO:0045861]; proteasomal protein catabolic process [GO:0010498]; protein stabilization [GO:0050821]; regulation of apoptotic process [GO:0042981]; regulation of embryonic development [GO:0045995]; spermatogenesis [GO:0007283]; synaptonemal complex assembly [GO:0007130]; tail-anchored membrane protein insertion into ER membrane [GO:0071816]; ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]
A0JMK9	cell cycle [GO:0007049]; chromatin assembly [GO:0031497]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; nucleosome assembly [GO:0006334]
A5WUN7	cytoplasmic microtubule organization [GO:0031122]; cytoskeleton organization [GO:0007010]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule depolymerization [GO:0007026]; neuron projection development [GO:0031175]; regulation of cell morphogenesis [GO:0022604]; regulation of microtubule polymerization [GO:0031113]
Q6R5J1	gene silencing by miRNA [GO:0035195]
Q9DFI0	
Q6P0I8	nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; rRNA catabolic process [GO:0016075]; rRNA processing [GO:0006364]; U4 snRNA 3'-end processing [GO:0034475]
Q805B2	cell differentiation [GO:0030154]; fibroblast growth factor receptor signaling pathway [GO:0008543]; midbrain-hindbrain boundary development [GO:0030917]; pattern specification process [GO:0007389]; positive regulation of cell division [GO:0051781]
A3KNS2	innate immune response [GO:0045087]
Q5RG44	epithelial structure maintenance [GO:0010669]; maintenance of gastrointestinal epithelium [GO:0030277]; negative regulation of barbed-end actin filament capping [GO:2000813]; positive regulation of actin filament polymerization [GO:0030838]
Q7SXN4	cellular response to amino acid stimulus [GO:0071230]; cellular response to decreased oxygen levels [GO:0036294]; cellular response to glucose starvation [GO:0042149]; ionotropic glutamate receptor signaling pathway [GO:0035235]; negative regulation of cytoplasmic translation [GO:2000766]; negative regulation of neuron apoptotic process [GO:0043524]; response to ischemia [GO:0002931]
Q7SXF6	
A0A0R4IWI1	positive regulation of transcription by RNA polymerase II [GO:0045944]
Q5RGU1	phosphorylation [GO:0016310]; protein phosphorylation [GO:0006468]; ubiquinone biosynthetic process [GO:0006744]
B7ZC77	axonogenesis [GO:0007409]; brain morphogenesis [GO:0048854]; cell-cell adhesion [GO:0098609]; dendrite morphogenesis [GO:0048813]; regulation of synapse structural plasticity [GO:0051823]
A0A0R4INB9	antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to lipopolysaccharide [GO:0071222]; chemokine-mediated signaling pathway [GO:0070098]; immune response [GO:0006955]; inflammatory response [GO:0006954]; leukocyte chemotaxis [GO:0030595]; neutrophil chemotaxis [GO:0030593]
Q66I84	DNA replication [GO:0006260]; maintenance of mitotic sister chromatid cohesion [GO:0034088]; regulation of DNA replication [GO:0006275]
Q7SXY4	intraciliary retrograde transport [GO:0035721]; intraciliary transport [GO:0042073]; intraciliary transport involved in cilium assembly [GO:0035735]; multicellular organism development [GO:0007275]
Q6TV19	apoptotic DNA fragmentation [GO:0006309]; gene silencing by miRNA [GO:0035195]; mRNA cleavage involved in gene silencing by miRNA [GO:0035279]; pre-miRNA processing [GO:0031054]; production of miRNAs involved in gene silencing by miRNA [GO:0035196]; production of siRNA involved in RNA interference [GO:0030422]; regulation of neurogenesis [GO:0050767]; RNA phosphodiester bond hydrolysis [GO:0090501]; targeting of mRNA for destruction involved in RNA interference [GO:0030423]; ventricular system development [GO:0021591]
Q0P4C4	coenzyme A biosynthetic process [GO:0015937]
Q6R005	AMPA glutamate receptor clustering [GO:0097113]; cell-cell adhesion [GO:0098609]; chemical synaptic transmission [GO:0007268]; postsynaptic neurotransmitter receptor diffusion trapping [GO:0098970]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; synapse organization [GO:0050808]
Q567W6	peptidyl-diphthamide biosynthetic process from peptidyl-histidine [GO:0017183]
O13146	axon guidance [GO:0007411]; cell migration [GO:0016477]; ephrin receptor signaling pathway [GO:0048013]; fasciculation of motor neuron axon [GO:0097156]; fasciculation of sensory neuron axon [GO:0097155]; multicellular organism development [GO:0007275]; positive regulation of kinase activity [GO:0033674]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of epithelial to mesenchymal transition [GO:0010717]; regulation of focal adhesion assembly [GO:0051893]; regulation of GTPase activity [GO:0043087]; regulation of microtubule cytoskeleton organization [GO:0070507]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]
A1A5Z3	mitochondrial translational elongation [GO:0070125]; translational elongation [GO:0006414]
Q90257	mitochondrion morphogenesis [GO:0070584]
Q9DEX7	liver development [GO:0001889]; unsaturated fatty acid biosynthetic process [GO:0006636]
Q7T3P8	protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q6NY64	cell division [GO:0051301]; exit from mitosis [GO:0010458]; mitotic cell cycle [GO:0000278]; peptidyl-serine dephosphorylation [GO:0070262]
Q8JG69	adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; cell-cell signaling [GO:0007267]; platelet activation [GO:0030168]; regulation of smooth muscle contraction [GO:0006940]; regulation of vasoconstriction [GO:0019229]
Q708S5	response to steroid hormone [GO:0048545]
Q08CJ7	
A7MC22	spindle midzone assembly [GO:0051255]
Q5XJN6	cilium assembly [GO:0060271]
Q68FN7	mitochondrial electron transport, succinate to ubiquinone [GO:0006121]; tricarboxylic acid cycle [GO:0006099]
Q6PFQ2	formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413]
Q5PR67	brain development [GO:0007420]; formation of cytoplasmic translation initiation complex [GO:0001732]; heart development [GO:0007507]; translational initiation [GO:0006413]
Q7ZVR8	mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]
E7F888	adipose tissue development [GO:0060612]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; regulation of transcription by RNA polymerase II [GO:0006357]
A5PMU4	ephrin receptor signaling pathway [GO:0048013]; regulation of synaptic plasticity by receptor localization to synapse [GO:1900383]
Q8JFW1	asparagine biosynthetic process [GO:0006529]; glutamine metabolic process [GO:0006541]
Q7SY54	embryonic hemopoiesis [GO:0035162]
Q7T3E6	cerebellum development [GO:0021549]; chromatin silencing [GO:0006342]; histone H2A-K119 monoubiquitination [GO:0036353]; negative regulation of gene expression, epigenetic [GO:0045814]; negative regulation of transcription by RNA polymerase II [GO:0000122]
A9ULR9	brain development [GO:0007420]; central nervous system projection neuron axonogenesis [GO:0021952]; head development [GO:0060322]; negative regulation of Rho protein signal transduction [GO:0035024]; neural precursor cell proliferation [GO:0061351]; positive regulation of apoptotic process [GO:0043065]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein homooligomerization [GO:0051260]; protein ubiquitination [GO:0016567]
P0CK98	axonemal dynein complex assembly [GO:0070286]; cilium-dependent cell motility [GO:0060285]; cilium movement [GO:0003341]; determination of left/right symmetry [GO:0007368]; epithelial cilium movement involved in determination of left/right asymmetry [GO:0060287]; inner dynein arm assembly [GO:0036159]
Q1LW89	carbohydrate metabolic process [GO:0005975]
