Entry	Gene ontology (biological process)
O49394	cellular response to hypoxia [GO:0071456]; defense response [GO:0006952]; defense response to other organism [GO:0098542]
Q9FLC8	
Q9SA32	cell division [GO:0051301]; mitotic cell cycle phase transition [GO:0044772]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]
Q9SKZ2	exonucleolytic catabolism of deadenylated mRNA [GO:0043928]; negative regulation of translation [GO:0017148]
F4JV59	DNA replication-independent nucleosome assembly [GO:0006336]
Q9CAX3	cell-cell junction assembly [GO:0007043]; cell wall modification [GO:0042545]
Q02971	green leaf volatile biosynthetic process [GO:0010597]; lignin biosynthetic process [GO:0009809]; response to bacterium [GO:0009617]
Q9FGF8	abscisic acid-activated signaling pathway [GO:0009738]; defense response to fungus [GO:0050832]; ethylene-activated signaling pathway [GO:0009873]; negative regulation of abscisic acid-activated signaling pathway [GO:0009788]; response to abscisic acid [GO:0009737]; response to glucose [GO:0009749]; response to osmotic stress [GO:0006970]; response to salt [GO:1902074]
Q9SJG8	meiotic cell cycle [GO:0051321]; mRNA cis splicing, via spliceosome [GO:0045292]; positive regulation of growth [GO:0045927]; positive regulation of meiotic nuclear division [GO:0045836]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]
Q9M338	response to cadmium ion [GO:0046686]
P40941	purine nucleotide transport [GO:0015865]
Q9LMI4	unsaturated fatty acid biosynthetic process [GO:0006636]
Q84RQ8	positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q8GX78	L-ascorbic acid transmembrane transport [GO:0015882]; xanthophyll cycle [GO:0010028]
Q945B6	
F4I1N8	autophagy [GO:0006914]; protein transport [GO:0015031]
Q9LPM8	branched-chain amino acid metabolic process [GO:0009081]
Q8GZ26	flower development [GO:0009908]; mRNA catabolic process [GO:0006402]; photoperiodism, flowering [GO:0048573]; regulation of photoperiodism, flowering [GO:2000028]
Q01908	ATP biosynthetic process [GO:0006754]; ATP synthesis coupled proton transport [GO:0015986]; photosynthetic electron transport in photosystem II [GO:0009772]
Q9SGE0	cell wall organization [GO:0071555]
Q9LZP8	cellular response to starvation [GO:0009267]; hypotonic response [GO:0006971]; positive regulation of seed maturation [GO:2000693]; positive regulation of transcription, DNA-templated [GO:0045893]
Q9SJ56	polar nucleus fusion [GO:0010197]; regulation of transcription by RNA polymerase II [GO:0006357]; response to abscisic acid [GO:0009737]; response to continuous far red light stimulus by the high-irradiance response system [GO:0010201]; response to symbiotic fungus [GO:0009610]
Q9LJN4	arabinan catabolic process [GO:0031222]; xylan catabolic process [GO:0045493]
Q9LV34	carbohydrate metabolic process [GO:0005975]
Q9STP4	carbohydrate metabolic process [GO:0005975]
Q700D5	cell wall organization [GO:0071555]; response to UV-B [GO:0010224]
Q9M2J9	protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]
Q8W2F1	
Q9LET0	regulation of transcription, DNA-templated [GO:0006355]; response to chitin [GO:0010200]
Q9LDE2	regulation of developmental process [GO:0050793]; regulation of transcription, DNA-templated [GO:0006355]; response to ethylene [GO:0009723]
F4I8F9	cellular response to copper ion [GO:0071280]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]
Q9SRT2	regulation of transcription, DNA-templated [GO:0006355]
Q9SUC6	cellular response to hypoxia [GO:0071456]; positive regulation of hydrogen peroxide biosynthetic process [GO:0010729]; response to jasmonic acid [GO:0009753]
Q9XF88	photosynthesis, light harvesting in photosystem I [GO:0009768]; protein-chromophore linkage [GO:0018298]; response to blue light [GO:0009637]; response to far red light [GO:0010218]; response to light stimulus [GO:0009416]; response to red light [GO:0010114]
Q9S7J7	cellular response to abscisic acid stimulus [GO:0071215]; photosynthesis, light harvesting in photosystem I [GO:0009768]; photosynthesis, light harvesting in photosystem II [GO:0009769]; positive regulation of reactive oxygen species biosynthetic process [GO:1903428]; protein-chromophore linkage [GO:0018298]; regulation of stomatal closure [GO:0090333]; response to cold [GO:0009409]; response to desiccation [GO:0009269]; response to far red light [GO:0010218]; response to high light intensity [GO:0009644]; response to light stimulus [GO:0009416]; response to low light intensity stimulus [GO:0009645]; response to red light [GO:0010114]; water homeostasis [GO:0030104]
Q9SV71	oxidation-reduction process [GO:0055114]
Q8LF20	clathrin coat assembly [GO:0048268]; clathrin-dependent endocytosis [GO:0072583]; endocytosis [GO:0006897]; vesicle budding from membrane [GO:0006900]
Q9LXM2	defense response to bacterium [GO:0042742]; defense response to insect [GO:0002213]; exonucleolytic catabolism of deadenylated mRNA [GO:0043928]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; response to wounding [GO:0009611]
Q9ZU07	
Q2V3B2	cell division [GO:0051301]; DNA endoreduplication [GO:0042023]; mitotic cell cycle phase transition [GO:0044772]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]
O48790	cell division [GO:0051301]; mitotic cell cycle phase transition [GO:0044772]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]
Q42569	anther wall tapetum cell differentiation [GO:0048657]; brassinosteroid biosynthetic process [GO:0016132]; brassinosteroid homeostasis [GO:0010268]; multicellular organism development [GO:0007275]; oxidation-reduction process [GO:0055114]; pollen exine formation [GO:0010584]; positive regulation of flower development [GO:0009911]; response to UV-B [GO:0010224]; sterol metabolic process [GO:0016125]
Q93VC9	defense response [GO:0006952]; proteolysis involved in cellular protein catabolic process [GO:0051603]; regulation of catalytic activity [GO:0050790]
Q39253	calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cellular calcium ion homeostasis [GO:0006874]; cellular manganese ion homeostasis [GO:0030026]; cellular zinc ion homeostasis [GO:0006882]; cold acclimation [GO:0009631]; phosphate ion homeostasis [GO:0055062]; response to salt stress [GO:0009651]
Q9C9F5	regulation of transcription, DNA-templated [GO:0006355]
Q9S789	cytidine deamination [GO:0009972]
Q42438	intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]
Q0WPN7	carbon utilization [GO:0015976]; homogalacturonan metabolic process [GO:0010394]; leaf morphogenesis [GO:0009965]; methylation [GO:0032259]; pectin biosynthetic process [GO:0045489]; pectin metabolic process [GO:0045488]; plant-type cell wall biogenesis [GO:0009832]; plant-type cell wall organization [GO:0009664]; positive regulation of developmental growth [GO:0048639]; positive regulation of photosynthesis [GO:1905157]; positive regulation of respiratory gaseous exchange [GO:1903942]; positive regulation of unidimensional cell growth [GO:0051512]
Q33884	cytochrome complex assembly [GO:0017004]
Q9ZV15	intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]
Q9FGR9	anther wall tapetum development [GO:0048658]; defense response to fungus [GO:0050832]; plant-type hypersensitive response [GO:0009626]; pollen development [GO:0009555]; programmed cell death involved in cell development [GO:0010623]; proteolysis involved in cellular protein catabolic process [GO:0051603]
Q9M2F8	nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]
Q8LB60	cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]
Q9FFB8	monovalent inorganic cation transport [GO:0015672]; potassium ion transport [GO:0006813]; regulation of pH [GO:0006885]
O23463	cellular response to cold [GO:0070417]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; response to cold [GO:0009409]
Q3E6S9	
Q93Z27	negative regulation of defense response to bacterium [GO:1900425]
Q8LB10	protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; regulation of gene expression [GO:0010468]; response to reactive oxygen species [GO:0000302]
Q3EDD7	vesicle-mediated transport [GO:0016192]
Q9FI56	chloroplast organization [GO:0009658]; protein import into chloroplast stroma [GO:0045037]; protein targeting to chloroplast [GO:0045036]; regulation of chlorophyll biosynthetic process [GO:0010380]
Q94CG0	cellular response to osmotic stress [GO:0071470]; cellular response to salt stress [GO:0071472]; intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]
Q9LTH8	
O64806	pollen development [GO:0009555]
Q9XIE2	auxin polar transport [GO:0009926]; cadmium ion transport [GO:0015691]; cellular detoxification [GO:1990748]; cellular response to indolebutyric acid stimulus [GO:0071366]; cotyledon development [GO:0048825]; coumarin metabolic process [GO:0009804]; defense response by callose deposition in cell wall [GO:0052544]; defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; defense response to fungus, incompatible interaction [GO:0009817]; defense response to oomycetes [GO:0002229]; export from cell [GO:0140352]; indole glucosinolate catabolic process [GO:0042344]; negative regulation of defense response [GO:0031348]; PAMP-triggered immunity signalling pathway [GO:0140426]; plant-type hypersensitive response [GO:0009626]; regulation of auxin mediated signaling pathway [GO:0010928]; regulation of defense response by callose deposition [GO:2000071]; regulation of lateral root development [GO:2000023]; response to abscisic acid [GO:0009737]; response to auxin [GO:0009733]; response to bacterium [GO:0009617]; response to chitin [GO:0010200]; response to fungus [GO:0009620]; response to molecule of bacterial origin [GO:0002237]; response to molecule of fungal origin [GO:0002238]; response to molecule of oomycetes origin [GO:0002240]; response to oomycetes [GO:0002239]; response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]; root development [GO:0048364]; root hair cell development [GO:0080147]; sodium ion homeostasis [GO:0055078]; systemic acquired resistance [GO:0009627]; thymidine metabolic process [GO:0046104]; transmembrane transport [GO:0055085]
Q8L9T7	antipodal cell differentiation [GO:0009557]; cytokinin-activated signaling pathway [GO:0009736]; embryo sac egg cell differentiation [GO:0009560]; phosphorelay signal transduction system [GO:0000160]; phosphorylation [GO:0016310]
Q9C7I5	lipid metabolic process [GO:0006629]
Q8LPN3	chorismate metabolic process [GO:0046417]; folic acid biosynthetic process [GO:0046656]; glutamine metabolic process [GO:0006541]; para-aminobenzoic acid biosynthetic process [GO:0008153]; tetrahydrofolate biosynthetic process [GO:0046654]
Q9ZSP5	lateral root morphogenesis [GO:0010102]; response to auxin [GO:0009733]
Q9ASZ9	
Q9FM86	anther development [GO:0048653]
Q8L7L5	
Q9C6V4	positive regulation of transcription by RNA polymerase II [GO:0045944]
Q9XI62	
Q6DBG8	cell wall organization [GO:0071555]; pectin biosynthetic process [GO:0045489]; protein glycosylation [GO:0006486]
Q9SRW7	cysteine biosynthetic process [GO:0019344]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]
Q9ZPF5	defense response to fungus [GO:0050832]; ornithine metabolic process [GO:0006591]; proline metabolic process [GO:0006560]; putrescine biosynthetic process [GO:0009446]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]; putrescine metabolic process [GO:0009445]; tyrosine metabolic process [GO:0006570]; urea cycle [GO:0000050]
Q56X52	carotenoid biosynthetic process [GO:0016117]; plastid organization [GO:0009657]
F8S296	autophagosome assembly [GO:0000045]; autophagy of mitochondrion [GO:0000422]; autophagy of nucleus [GO:0044804]; autophagy of peroxisome [GO:0030242]; defense response to bacterium, incompatible interaction [GO:0009816]; defense response to fungus [GO:0050832]; leaf senescence [GO:0010150]; protein transport [GO:0015031]
O80365	circadian rhythm [GO:0007623]; cytokinin-activated signaling pathway [GO:0009736]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]
Q0WTP1	cell division [GO:0051301]; spindle assembly [GO:0051225]
Q93Y32	leucine catabolic process [GO:0006552]; valine catabolic process [GO:0006574]
Q9SCV0	carbohydrate metabolic process [GO:0005975]
Q8H183	beta-alanine biosynthetic process via 3-ureidopropionate [GO:0033396]; beta-alanine metabolic process [GO:0019482]; cellular response to nitrogen levels [GO:0043562]; uracil catabolic process [GO:0006212]
O64885	cellular response to DNA damage stimulus [GO:0006974]; establishment of mitotic spindle orientation [GO:0000132]; microtubule anchoring [GO:0034453]; mitotic spindle assembly [GO:0090307]; mitotic spindle organization [GO:0007052]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]
Q6NKZ8	
Q9FKV0	response to oxidative stress [GO:0006979]
Q9SZ58	brassinosteroid biosynthetic process [GO:0016132]; phloem or xylem histogenesis [GO:0010087]; regulation of cell growth [GO:0001558]; response to abscisic acid [GO:0009737]; response to auxin [GO:0009733]; response to brassinosteroid [GO:0009741]
Q8RXE8	
Q3E8E5	carbohydrate metabolic process [GO:0005975]
Q9ASW1	arabinogalactan protein metabolic process [GO:0010405]; mucilage biosynthetic process involved in seed coat development [GO:0048354]; protein O-linked glycosylation via hydroxyproline [GO:0018258]; root hair cell development [GO:0080147]
