Entry	Gene ontology (biological process)
P30628	ATP synthesis coupled proton transport [GO:0015986]; defense response to Gram-positive bacterium [GO:0050830]; embryo development ending in birth or egg hatching [GO:0009792]; locomotion [GO:0040011]; negative regulation of locomotion [GO:0040013]; nematode larval development [GO:0002119]; positive regulation of programmed cell death [GO:0043068]; response to hypoxia [GO:0001666]; synaptic transmission, cholinergic [GO:0007271]; vacuolar acidification [GO:0007035]
Q17430	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
P45897	dauer larval development [GO:0040024]; determination of adult lifespan [GO:0008340]; nematode larval development [GO:0002119]; nematode male tail tip morphogenesis [GO:0045138]; parturition [GO:0007567]; positive regulation of cell growth [GO:0030307]; positive regulation of cell size [GO:0045793]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of organ growth [GO:0046622]; positive regulation of protein catabolic process [GO:0045732]; post-embryonic development [GO:0009791]; regulation of mesodermal cell fate specification [GO:0042661]; transforming growth factor beta receptor signaling pathway [GO:0007179]
Q9XWW1	protein targeting to ER [GO:0045047]; signal peptide processing [GO:0006465]
O17240	
Q95ZY4	sensory perception of chemical stimulus [GO:0007606]
P34571	
Q09212	detection of chemical stimulus involved in sensory perception [GO:0050907]
Q9U1Q4	determination of adult lifespan [GO:0008340]; tRNA aminoacylation for protein translation [GO:0006418]; valyl-tRNA aminoacylation [GO:0006438]
Q9NA75	
B2D6P4	DNA-templated transcription, initiation [GO:0006352]; embryo development ending in birth or egg hatching [GO:0009792]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription by RNA polymerase II [GO:0045944]; transcription by RNA polymerase II [GO:0006366]
Q9N358	protein folding [GO:0006457]
Q9NA55	cell fate specification [GO:0001708]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q9Y0V2	inductive cell migration [GO:0040039]; protein transport [GO:0015031]; regulation of multicellular organism growth [GO:0040014]; reproduction [GO:0000003]
Q23387	
Q95NU5	cellular response to misfolded protein [GO:0071218]; chaperone cofactor-dependent protein refolding [GO:0051085]
Q564X7	
P34317	
O62053	
Q93705	dauer larval development [GO:0040024]; positive regulation of apoptotic process [GO:0043065]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of neuron projection development [GO:0010975]
Q18217	negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; protein modification by small protein conjugation [GO:0032446]; protein neddylation [GO:0045116]
Q23256	
Q17551	body morphogenesis [GO:0010171]; dorsal/ventral axon guidance [GO:0033563]; locomotion [GO:0040011]; negative regulation of 3'-UTR-mediated mRNA stabilization [GO:1905869]; negative regulation of axon extension [GO:0030517]; negative regulation of axon extension involved in axon guidance [GO:0048843]; negative regulation of axon extension involved in regeneration [GO:0048692]; negative regulation of axon regeneration [GO:0048681]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902230]; negative regulation of MAPK cascade [GO:0043409]; negative regulation of sensory neuron axon guidance [GO:1905490]; oviposition [GO:0018991]; positive regulation of presynapse assembly [GO:1905608]; positive regulation of synapse assembly [GO:0051965]; regulation of 3'-UTR-mediated mRNA stabilization [GO:1905868]; regulation of axon extension involved in axon guidance [GO:0048841]; regulation of dorsal/ventral axon guidance [GO:1905815]; regulation of motor neuron axon guidance [GO:1905812]; regulation of presynapse assembly [GO:1905606]; regulation of protein stability [GO:0031647]; regulation of sensory neuron axon guidance [GO:1905489]; regulation of synapse organization [GO:0050807]; regulation of synaptic growth at neuromuscular junction [GO:0008582]
Q9TYT3	positive regulation of axon regeneration [GO:0048680]; positive regulation of kinase activity [GO:0033674]; response to endoplasmic reticulum stress [GO:0034976]; response to metal ion [GO:0010038]
O16927	protein targeting to ER [GO:0045047]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
Q09488	BMP signaling pathway [GO:0030509]; cellular response to growth factor stimulus [GO:0071363]; dauer larval development [GO:0040024]; defense response to fungus [GO:0050832]; defense response to Gram-positive bacterium [GO:0050830]; dorsal/ventral pattern formation [GO:0009953]; innate immune response [GO:0045087]; maintenance of protein location in nucleus [GO:0051457]; nematode male tail tip morphogenesis [GO:0045138]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; protein phosphorylation [GO:0006468]; regulation of cell adhesion [GO:0030155]; regulation of cell morphogenesis [GO:0022604]; reproduction [GO:0000003]
Q23533	early endosome to late endosome transport [GO:0045022]; organelle fusion [GO:0048284]; positive regulation of early endosome to late endosome transport [GO:2000643]; regulation of endosome size [GO:0051036]; regulation of phosphatidylinositol 3-kinase activity [GO:0043551]
O44953	protein targeting to ER [GO:0045047]; signal peptide processing [GO:0006465]
Q19549	sensory perception of chemical stimulus [GO:0007606]
Q965H3	anterior/posterior pattern specification [GO:0009952]; axon guidance [GO:0007411]; chromatin organization [GO:0006325]; multicellular organism development [GO:0007275]; negative regulation of cytoplasmic mRNA processing body assembly [GO:0010607]; negative regulation of multicellular organism growth [GO:0040015]; negative regulation of transcription, DNA-templated [GO:0045892]; nematode larval development [GO:0002119]; neuron fate specification [GO:0048665]; regulation of cell fate specification [GO:0042659]; regulation of cell migration [GO:0030334]; regulation of development, heterochronic [GO:0040034]; regulation of gene expression, epigenetic [GO:0040029]
O45306	sensory perception of chemical stimulus [GO:0007606]
Q10934	detection of chemical stimulus involved in sensory perception [GO:0050907]
Q10935	detection of chemical stimulus involved in sensory perception [GO:0050907]
P83351	exocytosis [GO:0006887]; intracellular protein transmembrane transport [GO:0065002]; ovulation [GO:0030728]; secretion [GO:0046903]; synaptic vesicle fusion to presynaptic active zone membrane [GO:0031629]; synaptic vesicle priming [GO:0016082]; vesicle fusion [GO:0006906]
Q02335	
Q22495	nematode male tail tip morphogenesis [GO:0045138]; positive regulation of embryonic development [GO:0040019]; positive regulation of oviposition [GO:1901046]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; positive regulation of vulval development [GO:0040026]; protein localization to plasma membrane [GO:0072659]; protein maturation [GO:0051604]; regulation of mesodermal cell fate specification [GO:0042661]; transforming growth factor beta receptor signaling pathway involved in regulation of multicellular organism growth [GO:1901048]
Q9XVM9	cuticle development involved in collagen and cuticulin-based cuticle molting cycle [GO:0042338]; skin epidermis development [GO:0098773]
O01887	spermatid development [GO:0007286]
P34269	
Q95XX0	postreplication repair [GO:0006301]; protein K63-linked ubiquitination [GO:0070534]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of protein localization to cell surface [GO:2000008]
G5ECR9	cell differentiation [GO:0030154]; hormone-mediated signaling pathway [GO:0009755]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
O01393	ion transmembrane transport [GO:0034220]
Q8WT44	cellular water homeostasis [GO:0009992]; embryo development ending in birth or egg hatching [GO:0009792]; establishment of cell polarity [GO:0030010]; microtubule organizing center organization [GO:0031023]; mitotic cleavage furrow formation [GO:1903673]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; protein deubiquitination [GO:0016579]; regulation of asymmetric protein localization involved in cell fate determination [GO:1904785]
P42000	rRNA processing [GO:0006364]
Q93380	potassium ion transport [GO:0006813]; regulation of muscle contraction [GO:0006937]; regulation of potassium ion transport [GO:0043266]
Q20666	
O01258	intracellular protein transport [GO:0006886]; retrograde transport, endosome to Golgi [GO:0042147]
Q45FX5	intracellular signal transduction [GO:0035556]; negative regulation of Notch signaling pathway [GO:0045746]; positive regulation of locomotion [GO:0040017]; positive regulation of nematode male tail tip morphogenesis [GO:0110039]; regulation of vulval development [GO:0040028]
Q22544	
Q18474	
P46012	regulation of gene expression [GO:0010468]
Q22836	embryo development ending in birth or egg hatching [GO:0009792]; germ cell development [GO:0007281]; locomotion [GO:0040011]; molting cycle [GO:0042303]; mRNA splicing, via spliceosome [GO:0000398]; nematode larval development [GO:0002119]; oviposition [GO:0018991]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of gene expression [GO:0010468]; uterus development [GO:0060065]; vulval development [GO:0040025]
P30637	
Q03573	
P34423	
P34307	mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of gene expression [GO:0010468]
P30651	
O44440	
P34527	
P34680	
P34615	
Q11191	
P34625	
G5EF60	activation of store-operated calcium channel activity [GO:0032237]; cellular calcium ion homeostasis [GO:0006874]; ovulation [GO:0030728]; positive regulation of engulfment of apoptotic cell [GO:1901076]; positive regulation of smooth muscle contraction [GO:0045987]; positive regulation of store-operated calcium channel activity [GO:1901341]; reproduction [GO:0000003]; store-operated calcium entry [GO:0002115]
Q18678	selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]; seryl-tRNA aminoacylation [GO:0006434]; translation [GO:0006412]
P91910	detection of mechanical stimulus involved in sensory perception of touch [GO:0050976]; mechanosensory behavior [GO:0007638]; microtubule-based process [GO:0007017]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]; positive regulation of detection of mechanical stimulus involved in sensory perception of touch [GO:1905789]; positive regulation of mechanosensory behavior [GO:1905792]; response to mechanical stimulus [GO:0009612]; thigmotaxis [GO:0001966]
Q20257	cell fate specification [GO:0001708]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q09293	cell division [GO:0051301]; DNA replication [GO:0006260]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic cleavage [GO:0040016]; mitotic sister chromatid separation [GO:0051306]
Q23670	cell division [GO:0051301]; DNA topological change [GO:0006265]; mitotic DNA integrity checkpoint [GO:0044774]; mitotic sister chromatid segregation [GO:0000070]; mitotic sister chromatid separation [GO:0051306]; resolution of meiotic recombination intermediates [GO:0000712]; sister chromatid segregation [GO:0000819]
Q23270	tRNA N2-guanine methylation [GO:0002940]
B3CKG1	protein urmylation [GO:0032447]; tRNA wobble position uridine thiolation [GO:0002143]
Q03598	protein K69-linked ufmylation [GO:1990592]
Q10045	protein transport [GO:0015031]; receptor localization to synapse [GO:0097120]; regulation of muscle contraction [GO:0006937]
Q21898	embryo development ending in birth or egg hatching [GO:0009792]; lysosomal lumen acidification [GO:0007042]; ovulation [GO:0030728]; proton transmembrane transport [GO:1902600]; regulation of syncytium formation by plasma membrane fusion [GO:0060142]
Q10046	anion transport [GO:0006820]; neurotransmitter loading into synaptic vesicle [GO:0098700]; regulation of synapse structure or activity [GO:0050803]; sodium ion transport [GO:0006814]; synaptic transmission, glutamatergic [GO:0035249]
C0HLB3	lysosomal lumen acidification [GO:0007042]; programmed cell death [GO:0012501]; proton transmembrane transport [GO:1902600]
