Entry	Gene ontology (biological process)
Q3E790	3-keto-sphinganine metabolic process [GO:0006666]; positive regulation of sphingolipid biosynthetic process [GO:0090154]
Q03327	mitochondrial fusion [GO:0008053]
P38349	sporulation resulting in formation of a cellular spore [GO:0030435]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q04305	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; positive regulation of transcription by RNA polymerase I [GO:0045943]; rRNA methylation [GO:0031167]; rRNA processing [GO:0006364]
Q07950	cell wall mannoprotein biosynthetic process [GO:0000032]; lipid catabolic process [GO:0016042]; sterol metabolic process [GO:0016125]
Q99248	autophagy of mitochondrion [GO:0000422]; cell cycle [GO:0007049]
P50083	
P39974	
Q8TGT7	
P53288	
P25036	protein catabolic process in the vacuole [GO:0007039]
Q03231	
Q03236	
Q08285	CUT catabolic process [GO:0071034]; exonucleolytic catabolism of deadenylated mRNA [GO:0043928]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; ncRNA 3'-end processing [GO:0043628]; nonfunctional rRNA decay [GO:0070651]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription [GO:0071049]; nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay [GO:0070478]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; U4 snRNA 3'-end processing [GO:0034475]
P50943	
Q12234	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]
P06701	chromatin silencing at telomere [GO:0006348]; double-strand break repair via nonhomologous end joining [GO:0006303]; establishment of protein-containing complex localization to telomere [GO:0097695]; heterochromatin assembly [GO:0031507]; negative regulation of chromatin silencing involved in replicative cell aging [GO:0001308]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; silent mating-type cassette heterochromatin assembly [GO:0030466]; telomere tethering at nuclear periphery [GO:0034398]
P32905	cytoplasmic translation [GO:0002181]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000461]; ribosomal small subunit assembly [GO:0000028]; rRNA export from nucleus [GO:0006407]; translation [GO:0006412]
P33419	spindle pole body duplication [GO:0030474]
Q00416	cell redox homeostasis [GO:0045454]; DNA-dependent DNA replication maintenance of fidelity [GO:0045005]; DNA-templated transcription, termination [GO:0006353]; mRNA 3'-end processing [GO:0031124]; mRNA polyadenylation [GO:0006378]; negative regulation of flocculation [GO:0060257]; regulation of transcription from RNA polymerase II promoter in response to DNA damage [GO:1990248]; rRNA processing [GO:0006364]; snoRNA 3'-end processing [GO:0031126]; snRNA processing [GO:0016180]; termination of RNA polymerase II transcription [GO:0006369]; transcription-coupled nucleotide-excision repair [GO:0006283]; tRNA processing [GO:0008033]
P38687	SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
P36131	attachment of spindle microtubules to kinetochore [GO:0008608]; cell division [GO:0051301]; positive regulation of attachment of spindle microtubules to kinetochore [GO:0051987]; positive regulation of microtubule polymerization [GO:0031116]
P00447	age-dependent response to oxidative stress involved in chronological cell aging [GO:0001324]; age-dependent response to reactive oxygen species involved in chronological cell aging [GO:0001320]; reactive oxygen species metabolic process [GO:0072593]; replicative cell aging [GO:0001302]
P38241	mRNA splicing, via spliceosome [GO:0000398]
Q06524	protein catabolic process [GO:0030163]
P25390	activation of protein kinase activity [GO:0032147]; osmosensory signaling MAPK cascade [GO:0000161]; protein phosphorylation [GO:0006468]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]
Q3E739	
Q2V2P6	
P53249	
P0C2J2	
P53291	
P38079	
P0CX15	telomere maintenance via recombination [GO:0000722]
P0CX22	
P46974	negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
Q05543	DNA damage response, detection of DNA damage [GO:0042769]; mRNA 3'-end processing [GO:0031124]; negative regulation of transposition, RNA-mediated [GO:0010526]
P53969	cellular protein-containing complex assembly [GO:0034622]; protein-containing complex assembly [GO:0065003]; protein insertion into mitochondrial outer membrane [GO:0045040]
Q02825	RNA phosphodiester bond hydrolysis, endonucleolytic [GO:0090502]; tRNA-type intron splice site recognition and cleavage [GO:0000379]
P53012	lipid droplet formation [GO:0140042]; lipid droplet organization [GO:0034389]; lipid storage [GO:0019915]; phospholipid biosynthetic process [GO:0008654]; phospholipid metabolic process [GO:0006644]; postreplication repair [GO:0006301]
Q03954	attachment of spindle microtubules to kinetochore [GO:0008608]; cell division [GO:0051301]; positive regulation of attachment of spindle microtubules to kinetochore [GO:0051987]; positive regulation of microtubule polymerization [GO:0031116]
P43545	cellular amino acid metabolic process [GO:0006520]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]; thiamine biosynthetic process [GO:0009228]
P36167	negative regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0071930]; nucleobase-containing compound metabolic process [GO:0006139]
P24276	cell cycle [GO:0007049]; cell division [GO:0051301]; intracellular mRNA localization [GO:0008298]; mRNA catabolic process [GO:0006402]; negative regulation of translation [GO:0017148]; regulation of fungal-type cell wall organization [GO:0060237]; regulation of G1 to G0 transition [GO:1903450]
P38871	ascospore-type prospore membrane formation [GO:0032120]; ascospore wall assembly [GO:0030476]; cell division [GO:0051301]
P39926	ascospore-type prospore assembly [GO:0031321]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; intracellular protein transport [GO:0006886]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]
P38707	asparaginyl-tRNA aminoacylation [GO:0006421]
P38276	posttranslational protein targeting to endoplasmic reticulum membrane [GO:0006620]
Q3E787	
P39109	bilirubin transport [GO:0015723]; cell redox homeostasis [GO:0045454]; glutathione metabolic process [GO:0006749]; response to cadmium ion [GO:0046686]; response to metal ion [GO:0010038]; transmembrane transport [GO:0055085]; vacuole fusion, non-autophagic [GO:0042144]
Q12187	
O42831	oxidation-reduction process [GO:0055114]
A0A023PZ94	
P38202	
A0A023PYC6	
Q3E7Z7	
P39703	
P25354	vesicle organization [GO:0016050]
Q07410	
Q07589	
P46683	cellular response to oxidative stress [GO:0034599]; regulation of protein localization [GO:0032880]; response to osmotic stress [GO:0006970]; ribosomal small subunit biogenesis [GO:0042274]; ribosomal small subunit export from nucleus [GO:0000056]
Q03482	
Q03983	vacuole-ER tethering [GO:1990854]
P0CX70	transposition, RNA-mediated [GO:0032197]
Q05503	
P87283	
P0C5L1	
Q03788	
P38303	
P38294	
P40104	
Q03049	response to furfural [GO:1901426]
P39550	
Q3E825	
Q8TGM1	
Q05881	regulation of cell cycle [GO:0051726]
P0CL24	
P36073	
P0C5Q1	
P0CX59	transposition, RNA-mediated [GO:0032197]
P53820	
P18961	cell wall organization [GO:0071555]; eisosome assembly [GO:0070941]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein phosphorylation [GO:0006468]; regulation of cell shape [GO:0008360]; regulation of fungal-type cell wall organization [GO:0060237]
Q12155	
Q03823	
P0C2J6	
P40361	
P38733	
P40490	
A0A023PYI5	
Q07746	
P0CX93	
A0A023PXF8	
P53891	
P53912	response to furfural [GO:1901426]
Q8TGT4	
Q3E735	
P40169	ascospore formation [GO:0030437]; cortical actin cytoskeleton organization [GO:0030866]; endocytosis [GO:0006897]; fungal-type cell wall organization [GO:0031505]; septin cytoskeleton organization [GO:0032185]
P40519	
Q8TGU2	
Q08110	
P0CL42	
Q8TGN6	
O13536	
P53888	
Q3E7Z5	
Q08238	
P47024	DNA integration [GO:0015074]; DNA recombination [GO:0006310]; transposition, RNA-mediated [GO:0032197]
P43578	
Q3E837	
P38374	endoplasmic reticulum unfolded protein response [GO:0030968]; protein glycosylation [GO:0006486]; protein secretion [GO:0009306]
P40422	ribosome biogenesis [GO:0042254]; termination of RNA polymerase III transcription [GO:0006386]; transcription, RNA-templated [GO:0001172]; transcription by RNA polymerase I [GO:0006360]; transcription by RNA polymerase II [GO:0006366]; transcription by RNA polymerase III [GO:0006383]; tRNA transcription by RNA polymerase III [GO:0042797]
Q3E7X9	cytoplasmic translation [GO:0002181]; maturation of SSU-rRNA [GO:0030490]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; ribosomal small subunit assembly [GO:0000028]; rRNA export from nucleus [GO:0006407]
P39955	cytoplasmic microtubule organization [GO:0031122]
P20840	agglutination involved in conjugation with cellular fusion [GO:0000752]; cell-cell adhesion [GO:0098609]
P38957	DNA recombinase assembly [GO:0000730]; error-free translesion synthesis [GO:0070987]; maintenance of rDNA [GO:0043007]; recombinational repair [GO:0000725]
P38890	gene silencing [GO:0016458]; histone lysine methylation [GO:0034968]; telomere maintenance [GO:0000723]
Q04359	ascospore-type prospore assembly [GO:0031321]; exocytosis [GO:0006887]; vesicle fusion [GO:0006906]
P32342	SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
P47057	autophagy [GO:0006914]; autophagy of mitochondrion [GO:0000422]; cytoplasm to vacuole transport by the Cvt pathway [GO:0032258]; early endosome to Golgi transport [GO:0034498]; endocytic recycling [GO:0032456]; piecemeal microautophagy of the nucleus [GO:0034727]; protein localization to endosome [GO:0036010]; protein targeting to vacuole [GO:0006623]
P31109	endocytosis [GO:0006897]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; SNARE complex assembly [GO:0035493]; vesicle fusion [GO:0006906]
Q03406	DNA-dependent DNA replication [GO:0006261]; DNA duplex unwinding [GO:0032508]; double-strand break repair via break-induced replication [GO:0000727]
P33894	peptide pheromone maturation [GO:0007323]; response to pheromone [GO:0019236]
P47002	protein autoprocessing [GO:0016540]; protein processing [GO:0016485]; response to amino acid [GO:0043200]
Q04311	mitochondria-associated ubiquitin-dependent protein catabolic process [GO:0072671]; nuclear protein quality control by the ubiquitin-proteasome system [GO:0071630]; ubiquitin-dependent ERAD pathway [GO:0030433]
Q3E7B6	cellular protein-containing complex assembly [GO:0034622]; cell wall mannoprotein biosynthetic process [GO:0000032]; proton transmembrane transport [GO:1902600]; transmembrane transport [GO:0055085]; vacuolar acidification [GO:0007035]
Q06708	phosphatidylinositol biosynthetic process [GO:0006661]; positive regulation of kinase activity [GO:0033674]; positive regulation of lipid kinase activity [GO:0090218]; protein localization to vacuolar membrane [GO:1903778]; protein transport [GO:0015031]
P38784	vacuolar acidification [GO:0007035]; vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]
P04840	apoptotic process [GO:0006915]; cell redox homeostasis [GO:0045454]; DNA transport [GO:0051027]; ion transport [GO:0006811]; mitochondrion organization [GO:0007005]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein serine/threonine kinase activity [GO:0071902]
P38739	cell wall organization [GO:0071555]; protein targeting to ER [GO:0045047]; protein targeting to membrane [GO:0006612]; response to heat [GO:0009408]
P43582	apoptotic process [GO:0006915]
Q04925	cellular response to oxidative stress [GO:0034599]
P25577	
A0A023PXB0	
P25639	regulation of cell size [GO:0008361]
P38749	regulation of transcription by RNA polymerase II [GO:0006357]
Q12307	
Q08182	negative regulation of transcription by RNA polymerase II [GO:0000122]; nitrogen catabolite activation of transcription from RNA polymerase II promoter [GO:0001080]; positive regulation of cellular response to amino acid starvation [GO:1903833]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to organic substance [GO:0010033]
Q06640	protein ubiquitination [GO:0016567]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]
Q04923	
Q8TGP4	
P0CX66	transposition, RNA-mediated [GO:0032197]
